Time [s], Analyzer Name, Decoded Protocol Result
0.108128920000000,USB LS and FS,PID SOF
0.108129600000000,USB LS and FS,Frame # 0x539
0.108130520000000,USB LS and FS,CRC OK 0x0F
0.108130960000000,USB LS and FS,EOP
0.109128320000000,USB LS and FS,SYNC
0.109128960000000,USB LS and FS,PID SOF
0.109129640000000,USB LS and FS,Frame # 0x53A
0.109130560000000,USB LS and FS,CRC OK 0x07
0.109131000000000,USB LS and FS,EOP
0.110128360000000,USB LS and FS,SYNC
0.110129000000000,USB LS and FS,PID SOF
0.110129680000000,USB LS and FS,Frame # 0x53B
0.110130600000000,USB LS and FS,CRC OK 0x18
0.110131040000000,USB LS and FS,EOP
0.111128400000000,USB LS and FS,SYNC
0.111129040000000,USB LS and FS,PID SOF
0.111129720000000,USB LS and FS,Frame # 0x53C
0.111130640000000,USB LS and FS,CRC OK 0x17
0.111131080000000,USB LS and FS,EOP
0.112128480000000,USB LS and FS,SYNC
0.112129120000000,USB LS and FS,PID SOF
0.112129800000000,USB LS and FS,Frame # 0x53D
0.112130720000000,USB LS and FS,CRC OK 0x08
0.112131160000000,USB LS and FS,EOP
0.113128480000000,USB LS and FS,SYNC
0.113129160000000,USB LS and FS,PID SOF
0.113129840000000,USB LS and FS,Frame # 0x53E
0.113130760000000,USB LS and FS,CRC OK 0x00
0.113131160000000,USB LS and FS,EOP
0.114128520000000,USB LS and FS,SYNC
0.114129200000000,USB LS and FS,PID SOF
0.114129880000000,USB LS and FS,Frame # 0x53F
0.114130880000000,USB LS and FS,CRC OK 0x1F
0.114131360000000,USB LS and FS,EOP
0.115128600000000,USB LS and FS,SYNC
0.115129240000000,USB LS and FS,PID SOF
0.115129920000000,USB LS and FS,Frame # 0x540
0.115130840000000,USB LS and FS,CRC OK 0x18
0.115131240000000,USB LS and FS,EOP
0.116128640000000,USB LS and FS,SYNC
0.116129320000000,USB LS and FS,PID SOF
0.116130000000000,USB LS and FS,Frame # 0x541
0.116130880000000,USB LS and FS,CRC OK 0x07
0.116131320000000,USB LS and FS,EOP
0.117128680000000,USB LS and FS,SYNC
0.117129320000000,USB LS and FS,PID SOF
0.117130000000000,USB LS and FS,Frame # 0x542
0.117130920000000,USB LS and FS,CRC OK 0x0F
0.117131360000000,USB LS and FS,EOP
0.118128720000000,USB LS and FS,SYNC
0.118129400000000,USB LS and FS,PID SOF
0.118130040000000,USB LS and FS,Frame # 0x543
0.118130960000000,USB LS and FS,CRC OK 0x10
0.118131400000000,USB LS and FS,EOP
0.119128760000000,USB LS and FS,SYNC
0.119129440000000,USB LS and FS,PID SOF
0.119130080000000,USB LS and FS,Frame # 0x544
0.119131000000000,USB LS and FS,CRC OK 0x1F
0.119131520000000,USB LS and FS,EOP
