Time [s], Analyzer Name, Decoded Protocol Result,,,,,,
10.33005876,USB LS and FS,Frame # '1702' (0x6A6),,,,,,
10.33005968,USB LS and FS,CRC OK '11' (0x0B),,,,,,
10.33006008,USB LS and FS,EOP,,,,,,
10.33083008,USB LS and FS,SYNC,,,,,,
10.33083076,USB LS and FS,PID IN,,,,,,
10.33083144,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.33083232,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.33083276,USB LS and FS,EOP,,,,,,
10.33083332,USB LS and FS,SYNC,,,,,,
10.330834,USB LS and FS,PID NAK,,,,,,
10.33083468,USB LS and FS,EOP,,,,,,
10.33105748,USB LS and FS,SYNC,,,,,,
10.33105812,USB LS and FS,PID SOF,,,,,,
10.3310588,USB LS and FS,Frame # '1703' (0x6A7),,,,,,
10.33105972,USB LS and FS,CRC OK '20' (0x14),,,,,,
10.33106012,USB LS and FS,EOP,,,,,,
10.33205752,USB LS and FS,SYNC,,,,,,
10.33205816,USB LS and FS,PID SOF,,,,,,
10.33205884,USB LS and FS,Frame # '1704' (0x6A8),,,,,,
10.33205976,USB LS and FS,CRC OK '21' (0x15),,,,,,
10.33206016,USB LS and FS,EOP,,,,,,
10.33207892,USB LS and FS,SYNC,,,,,,
10.3320796,USB LS and FS,PID IN,,,,,,
10.33208024,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.33208116,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.3320816,USB LS and FS,EOP,,,,,,
10.33208212,USB LS and FS,SYNC,,,,,,
10.3320828,USB LS and FS,PID NAK,,,,,,
10.33208344,USB LS and FS,EOP,,,,,,
10.33305756,USB LS and FS,SYNC,,,,,,
10.3330582,USB LS and FS,PID SOF,,,,,,
10.33305888,USB LS and FS,Frame # '1705' (0x6A9),,,,,,
10.3330598,USB LS and FS,CRC OK \n (0x0A),,,,,,
10.3330602,USB LS and FS,EOP,,,,,,
10.33333024,USB LS and FS,SYNC,,,,,,
10.33333088,USB LS and FS,PID IN,,,,,,
10.33333156,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.33333248,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.33333288,USB LS and FS,EOP,,,,,,
10.33333348,USB LS and FS,SYNC,,,,,,
10.33333416,USB LS and FS,PID NAK,,,,,,
10.33333484,USB LS and FS,EOP,,,,,,
10.3340576,USB LS and FS,SYNC,,,,,,
10.33405828,USB LS and FS,PID SOF,,,,,,
10.33405892,USB LS and FS,Frame # '1706' (0x6AA),,,,,,
10.33405984,USB LS and FS,CRC OK '2' (0x02),,,,,,
10.33406028,USB LS and FS,EOP,,,,,,
10.33458664,USB LS and FS,SYNC,,,,,,
10.33458732,USB LS and FS,PID IN,,,,,,
10.33458796,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.33458888,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.33458932,USB LS and FS,EOP,,,,,,
10.33458996,USB LS and FS,SYNC,,,,,,
10.3345906,USB LS and FS,PID NAK,,,,,,
10.33459128,USB LS and FS,EOP,,,,,,
10.33505764,USB LS and FS,SYNC,,,,,,
10.33505832,USB LS and FS,PID SOF,,,,,,
10.33505896,USB LS and FS,Frame # '1707' (0x6AB),,,,,,
10.33505988,USB LS and FS,CRC OK '29' (0x1D),,,,,,
10.33506032,USB LS and FS,EOP,,,,,,
10.33582908,USB LS and FS,SYNC,,,,,,
10.33582972,USB LS and FS,PID IN,,,,,,
10.3358304,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.33583132,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.33583176,USB LS and FS,EOP,,,,,,
10.33583232,USB LS and FS,SYNC,,,,,,
10.335833,USB LS and FS,PID NAK,,,,,,
10.33583368,USB LS and FS,EOP,,,,,,
10.33605768,USB LS and FS,SYNC,,,,,,
10.33605836,USB LS and FS,PID SOF,,,,,,
10.33605904,USB LS and FS,Frame # '1708' (0x6AC),,,,,,
10.33605992,USB LS and FS,CRC OK '18' (0x12),,,,,,
10.33606036,USB LS and FS,EOP,,,,,,
10.33705772,USB LS and FS,SYNC,,,,,,
10.3370584,USB LS and FS,PID SOF,,,,,,
10.33705904,USB LS and FS,Frame # '1709' (0x6AD),,,,,,
10.33705996,USB LS and FS,CRC OK \r (0x0D),,,,,,
10.3370604,USB LS and FS,EOP,,,,,,
10.33708036,USB LS and FS,SYNC,,,,,,
10.33708104,USB LS and FS,PID IN,,,,,,
10.33708168,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.3370826,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.33708304,USB LS and FS,EOP,,,,,,
10.3370836,USB LS and FS,SYNC,,,,,,
10.33708428,USB LS and FS,PID NAK,,,,,,
10.33708496,USB LS and FS,EOP,,,,,,
10.3380578,USB LS and FS,SYNC,,,,,,
10.33805844,USB LS and FS,PID SOF,,,,,,
10.33805912,USB LS and FS,Frame # '1710' (0x6AE),,,,,,
10.33806004,USB LS and FS,CRC OK '5' (0x05),,,,,,
10.33806048,USB LS and FS,EOP,,,,,,
10.3383292,USB LS and FS,SYNC,,,,,,
10.33832984,USB LS and FS,PID IN,,,,,,
10.33833052,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.33833144,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.33833188,USB LS and FS,EOP,,,,,,
10.33833248,USB LS and FS,SYNC,,,,,,
10.33833316,USB LS and FS,PID NAK,,,,,,
10.33833384,USB LS and FS,EOP,,,,,,
10.33905784,USB LS and FS,SYNC,,,,,,
10.33905848,USB LS and FS,PID SOF,,,,,,
10.33905916,USB LS and FS,Frame # '1711' (0x6AF),,,,,,
10.33906008,USB LS and FS,CRC OK '26' (0x1A),,,,,,
10.33906052,USB LS and FS,EOP,,,,,,
10.33957928,USB LS and FS,SYNC,,,,,,
10.33957996,USB LS and FS,PID IN,,,,,,
10.3395806,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.33958152,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.33958196,USB LS and FS,EOP,,,,,,
10.33958252,USB LS and FS,SYNC,,,,,,
10.3395832,USB LS and FS,PID NAK,,,,,,
10.33958388,USB LS and FS,EOP,,,,,,
10.34005788,USB LS and FS,SYNC,,,,,,
10.34005852,USB LS and FS,PID SOF,,,,,,
10.3400592,USB LS and FS,Frame # '1712' (0x6B0),,,,,,
10.34006012,USB LS and FS,CRC OK '7' (0x07),,,,,,
10.34006056,USB LS and FS,EOP,,,,,,
10.34082948,USB LS and FS,SYNC,,,,,,
10.34083016,USB LS and FS,PID IN,,,,,,
10.3408308,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.34083172,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.34083216,USB LS and FS,EOP,,,,,,
10.34083276,USB LS and FS,SYNC,,,,,,
10.3408334,USB LS and FS,PID NAK,,,,,,
10.34083408,USB LS and FS,EOP,,,,,,
10.34105792,USB LS and FS,SYNC,,,,,,
10.34105856,USB LS and FS,PID SOF,,,,,,
10.34105924,USB LS and FS,Frame # '1713' (0x6B1),,,,,,
10.34106016,USB LS and FS,CRC OK '24' (0x18),,,,,,
10.3410606,USB LS and FS,EOP,,,,,,
10.34205796,USB LS and FS,SYNC,,,,,,
10.34205864,USB LS and FS,PID SOF,,,,,,
10.34205932,USB LS and FS,Frame # '1714' (0x6B2),,,,,,
10.34206024,USB LS and FS,CRC OK '16' (0x10),,,,,,
10.34206064,USB LS and FS,EOP,,,,,,
10.34208308,USB LS and FS,SYNC,,,,,,
10.34208372,USB LS and FS,PID IN,,,,,,
10.3420844,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.34208532,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.34208576,USB LS and FS,EOP,,,,,,
10.34208636,USB LS and FS,SYNC,,,,,,
10.34208704,USB LS and FS,PID NAK,,,,,,
10.34208772,USB LS and FS,EOP,,,,,,
10.343058,USB LS and FS,SYNC,,,,,,
10.34305868,USB LS and FS,PID SOF,,,,,,
10.34305932,USB LS and FS,Frame # '1715' (0x6B3),,,,,,
10.34306024,USB LS and FS,CRC OK '15' (0x0F),,,,,,
10.34306076,USB LS and FS,EOP,,,,,,
10.34333188,USB LS and FS,SYNC,,,,,,
10.34333256,USB LS and FS,PID IN,,,,,,
10.34333324,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.34333412,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.34333456,USB LS and FS,EOP,,,,,,
10.34333516,USB LS and FS,SYNC,,,,,,
10.34333584,USB LS and FS,PID NAK,,,,,,
10.34333648,USB LS and FS,EOP,,,,,,
10.34405804,USB LS and FS,SYNC,,,,,,
10.34405872,USB LS and FS,PID SOF,,,,,,
10.3440594,USB LS and FS,Frame # '1716' (0x6B4),,,,,,
10.34406032,USB LS and FS,CRC OK '0' (0x00),,,,,,
10.34406072,USB LS and FS,EOP,,,,,,
10.34458316,USB LS and FS,SYNC,,,,,,
10.34458384,USB LS and FS,PID IN,,,,,,
10.34458452,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.34458544,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.34458584,USB LS and FS,EOP,,,,,,
10.34458644,USB LS and FS,SYNC,,,,,,
10.34458712,USB LS and FS,PID NAK,,,,,,
10.3445878,USB LS and FS,EOP,,,,,,
10.34505808,USB LS and FS,SYNC,,,,,,
10.34505876,USB LS and FS,PID SOF,,,,,,
10.34505944,USB LS and FS,Frame # '1717' (0x6B5),,,,,,
10.34506032,USB LS and FS,CRC OK '31' (0x1F),,,,,,
10.34506084,USB LS and FS,EOP,,,,,,
10.34583228,USB LS and FS,SYNC,,,,,,
10.34583296,USB LS and FS,PID IN,,,,,,
10.34583364,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.34583456,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.34583496,USB LS and FS,EOP,,,,,,
10.34583556,USB LS and FS,SYNC,,,,,,
10.34583624,USB LS and FS,PID NAK,,,,,,
10.34583692,USB LS and FS,EOP,,,,,,
10.34605816,USB LS and FS,SYNC,,,,,,
10.34605884,USB LS and FS,PID SOF,,,,,,
10.34605952,USB LS and FS,Frame # '1718' (0x6B6),,,,,,
10.3460604,USB LS and FS,CRC OK '23' (0x17),,,,,,
10.34606084,USB LS and FS,EOP,,,,,,
10.3470582,USB LS and FS,SYNC,,,,,,
10.34705884,USB LS and FS,PID SOF,,,,,,
10.34705952,USB LS and FS,Frame # '1719' (0x6B7),,,,,,
10.34706044,USB LS and FS,CRC OK '8' (0x08),,,,,,
10.34706088,USB LS and FS,EOP,,,,,,
10.3470796,USB LS and FS,SYNC,,,,,,
10.34708024,USB LS and FS,PID IN,,,,,,
10.34708092,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.34708184,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.34708228,USB LS and FS,EOP,,,,,,
10.34708288,USB LS and FS,SYNC,,,,,,
10.34708352,USB LS and FS,PID NAK,,,,,,
10.3470842,USB LS and FS,EOP,,,,,,
10.34805824,USB LS and FS,SYNC,,,,,,
10.34805888,USB LS and FS,PID SOF,,,,,,
10.34805956,USB LS and FS,Frame # '1720' (0x6B8),,,,,,
10.34806048,USB LS and FS,CRC OK \t (0x09),,,,,,
10.34806092,USB LS and FS,EOP,,,,,,
10.34833088,USB LS and FS,SYNC,,,,,,
10.34833156,USB LS and FS,PID IN,,,,,,
10.3483322,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.34833312,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.34833356,USB LS and FS,EOP,,,,,,
10.34833408,USB LS and FS,SYNC,,,,,,
10.34833476,USB LS and FS,PID NAK,,,,,,
10.3483354,USB LS and FS,EOP,,,,,,
10.34905828,USB LS and FS,SYNC,,,,,,
10.34905892,USB LS and FS,PID SOF,,,,,,
10.3490596,USB LS and FS,Frame # '1721' (0x6B9),,,,,,
10.34906052,USB LS and FS,CRC OK '22' (0x16),,,,,,
10.34906096,USB LS and FS,EOP,,,,,,
10.34957848,USB LS and FS,SYNC,,,,,,
10.34957912,USB LS and FS,PID IN,,,,,,
10.3495798,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.34958072,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.34958112,USB LS and FS,EOP,,,,,,
10.34958172,USB LS and FS,SYNC,,,,,,
10.34958236,USB LS and FS,PID NAK,,,,,,
10.34958304,USB LS and FS,EOP,,,,,,
10.35005832,USB LS and FS,SYNC,,,,,,
10.350059,USB LS and FS,PID SOF,,,,,,
10.35005964,USB LS and FS,Frame # '1722' (0x6BA),,,,,,
10.35006056,USB LS and FS,CRC OK '30' (0x1E),,,,,,
10.350061,USB LS and FS,EOP,,,,,,
10.35083976,USB LS and FS,SYNC,,,,,,
10.3508404,USB LS and FS,PID IN,,,,,,
10.35084108,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.350842,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.35084244,USB LS and FS,EOP,,,,,,
10.350843,USB LS and FS,SYNC,,,,,,
10.35084368,USB LS and FS,PID NAK,,,,,,
10.35084432,USB LS and FS,EOP,,,,,,
10.35105836,USB LS and FS,SYNC,,,,,,
10.35105904,USB LS and FS,PID SOF,,,,,,
10.35105972,USB LS and FS,Frame # '1723' (0x6BB),,,,,,
10.3510606,USB LS and FS,CRC OK '1' (0x01),,,,,,
10.35106104,USB LS and FS,EOP,,,,,,
10.35205844,USB LS and FS,SYNC,,,,,,
10.35205908,USB LS and FS,PID SOF,,,,,,
10.35205976,USB LS and FS,Frame # '1724' (0x6BC),,,,,,
10.35206068,USB LS and FS,CRC OK '14' (0x0E),,,,,,
10.35206108,USB LS and FS,EOP,,,,,,
10.35207984,USB LS and FS,SYNC,,,,,,
10.35208052,USB LS and FS,PID IN,,,,,,
10.3520812,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.35208212,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.35208252,USB LS and FS,EOP,,,,,,
10.35208312,USB LS and FS,SYNC,,,,,,
10.3520838,USB LS and FS,PID NAK,,,,,,
10.35208448,USB LS and FS,EOP,,,,,,
10.35305848,USB LS and FS,SYNC,,,,,,
10.35305912,USB LS and FS,PID SOF,,,,,,
10.3530598,USB LS and FS,Frame # '1725' (0x6BD),,,,,,
10.35306072,USB LS and FS,CRC OK '17' (0x11),,,,,,
10.35306112,USB LS and FS,EOP,,,,,,
10.3533262,USB LS and FS,SYNC,,,,,,
10.35332684,USB LS and FS,PID IN,,,,,,
10.35332752,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.35332844,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.35332888,USB LS and FS,EOP,,,,,,
10.35332948,USB LS and FS,SYNC,,,,,,
10.35333016,USB LS and FS,PID NAK,,,,,,
10.35333084,USB LS and FS,EOP,,,,,,
10.35405852,USB LS and FS,SYNC,,,,,,
10.35405916,USB LS and FS,PID SOF,,,,,,
10.35405984,USB LS and FS,Frame # '1726' (0x6BE),,,,,,
10.35406076,USB LS and FS,CRC OK '25' (0x19),,,,,,
10.35406116,USB LS and FS,EOP,,,,,,
10.35457624,USB LS and FS,SYNC,,,,,,
10.35457692,USB LS and FS,PID IN,,,,,,
10.35457756,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.35457848,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.35457892,USB LS and FS,EOP,,,,,,
10.35457952,USB LS and FS,SYNC,,,,,,
10.3545802,USB LS and FS,PID NAK,,,,,,
10.35458088,USB LS and FS,EOP,,,,,,
10.35505856,USB LS and FS,SYNC,,,,,,
10.35505924,USB LS and FS,PID SOF,,,,,,
10.35505988,USB LS and FS,Frame # '1727' (0x6BF),,,,,,
10.35506088,USB LS and FS,CRC OK '6' (0x06),,,,,,
10.35506132,USB LS and FS,EOP,,,,,,
10.35583,USB LS and FS,SYNC,,,,,,
10.35583064,USB LS and FS,PID IN,,,,,,
10.35583132,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.35583224,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.35583268,USB LS and FS,EOP,,,,,,
10.35583324,USB LS and FS,SYNC,,,,,,
10.35583392,USB LS and FS,PID NAK,,,,,,
10.3558346,USB LS and FS,EOP,,,,,,
10.3560586,USB LS and FS,SYNC,,,,,,
10.35605928,USB LS and FS,PID SOF,,,,,,
10.35605992,USB LS and FS,Frame # '1728' (0x6C0),,,,,,
10.35606084,USB LS and FS,CRC OK '1' (0x01),,,,,,
10.35606128,USB LS and FS,EOP,,,,,,
10.35705864,USB LS and FS,SYNC,,,,,,
10.35705932,USB LS and FS,PID SOF,,,,,,
10.35705996,USB LS and FS,Frame # '1729' (0x6C1),,,,,,
10.35706088,USB LS and FS,CRC OK '30' (0x1E),,,,,,
10.35706132,USB LS and FS,EOP,,,,,,
10.35708012,USB LS and FS,SYNC,,,,,,
10.35708076,USB LS and FS,PID IN,,,,,,
10.35708144,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.35708236,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.3570828,USB LS and FS,EOP,,,,,,
10.35708336,USB LS and FS,SYNC,,,,,,
10.35708404,USB LS and FS,PID NAK,,,,,,
10.35708472,USB LS and FS,EOP,,,,,,
10.35805868,USB LS and FS,SYNC,,,,,,
10.35805936,USB LS and FS,PID SOF,,,,,,
10.35806004,USB LS and FS,Frame # '1730' (0x6C2),,,,,,
10.35806092,USB LS and FS,CRC OK '22' (0x16),,,,,,
10.35806136,USB LS and FS,EOP,,,,,,
10.35832652,USB LS and FS,SYNC,,,,,,
10.3583272,USB LS and FS,PID IN,,,,,,
10.35832788,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.35832876,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.3583292,USB LS and FS,EOP,,,,,,
10.35832984,USB LS and FS,SYNC,,,,,,
10.35833048,USB LS and FS,PID NAK,,,,,,
10.35833116,USB LS and FS,EOP,,,,,,
10.35905876,USB LS and FS,SYNC,,,,,,
10.3590594,USB LS and FS,PID SOF,,,,,,
10.35906008,USB LS and FS,Frame # '1731' (0x6C3),,,,,,
10.359061,USB LS and FS,CRC OK \t (0x09),,,,,,
10.3590614,USB LS and FS,EOP,,,,,,
10.35957648,USB LS and FS,SYNC,,,,,,
10.35957712,USB LS and FS,PID IN,,,,,,
10.3595778,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.35957872,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.35957916,USB LS and FS,EOP,,,,,,
10.35957972,USB LS and FS,SYNC,,,,,,
10.35958036,USB LS and FS,PID NAK,,,,,,
10.35958104,USB LS and FS,EOP,,,,,,
10.3600588,USB LS and FS,SYNC,,,,,,
10.36005944,USB LS and FS,PID SOF,,,,,,
10.36006012,USB LS and FS,Frame # '1732' (0x6C4),,,,,,
10.36006104,USB LS and FS,CRC OK '6' (0x06),,,,,,
10.36006148,USB LS and FS,EOP,,,,,,
10.36082652,USB LS and FS,SYNC,,,,,,
10.36082716,USB LS and FS,PID IN,,,,,,
10.36082784,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.36082876,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.3608292,USB LS and FS,EOP,,,,,,
10.36082984,USB LS and FS,SYNC,,,,,,
10.36083048,USB LS and FS,PID NAK,,,,,,
10.36083116,USB LS and FS,EOP,,,,,,
10.36105884,USB LS and FS,SYNC,,,,,,
10.36105948,USB LS and FS,PID SOF,,,,,,
10.36106016,USB LS and FS,Frame # '1733' (0x6C5),,,,,,
10.36106108,USB LS and FS,CRC OK '25' (0x19),,,,,,
10.36106152,USB LS and FS,EOP,,,,,,
10.36205888,USB LS and FS,SYNC,,,,,,
10.36205952,USB LS and FS,PID SOF,,,,,,
10.3620602,USB LS and FS,Frame # '1734' (0x6C6),,,,,,
10.36206112,USB LS and FS,CRC OK '17' (0x11),,,,,,
10.36206156,USB LS and FS,EOP,,,,,,
10.36208028,USB LS and FS,SYNC,,,,,,
10.36208096,USB LS and FS,PID IN,,,,,,
10.36208164,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.36208252,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.36208296,USB LS and FS,EOP,,,,,,
10.36208352,USB LS and FS,SYNC,,,,,,
10.3620842,USB LS and FS,PID NAK,,,,,,
10.36208488,USB LS and FS,EOP,,,,,,
10.36305892,USB LS and FS,SYNC,,,,,,
10.3630596,USB LS and FS,PID SOF,,,,,,
10.36306024,USB LS and FS,Frame # '1735' (0x6C7),,,,,,
10.36306116,USB LS and FS,CRC OK '14' (0x0E),,,,,,
10.3630616,USB LS and FS,EOP,,,,,,
10.36332552,USB LS and FS,SYNC,,,,,,
10.36332616,USB LS and FS,PID IN,,,,,,
10.36332684,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.36332776,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.36332816,USB LS and FS,EOP,,,,,,
10.36332876,USB LS and FS,SYNC,,,,,,
10.3633294,USB LS and FS,PID NAK,,,,,,
10.36333008,USB LS and FS,EOP,,,,,,
10.36405896,USB LS and FS,SYNC,,,,,,
10.36405964,USB LS and FS,PID SOF,,,,,,
10.36406032,USB LS and FS,Frame # '1736' (0x6C8),,,,,,
10.3640612,USB LS and FS,CRC OK '15' (0x0F),,,,,,
10.36406172,USB LS and FS,EOP,,,,,,
10.36457676,USB LS and FS,SYNC,,,,,,
10.3645774,USB LS and FS,PID IN,,,,,,
10.36457808,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.364579,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.3645794,USB LS and FS,EOP,,,,,,
10.36457996,USB LS and FS,SYNC,,,,,,
10.36458064,USB LS and FS,PID NAK,,,,,,
10.36458128,USB LS and FS,EOP,,,,,,
10.365059,USB LS and FS,SYNC,,,,,,
10.36505968,USB LS and FS,PID SOF,,,,,,
10.36506032,USB LS and FS,Frame # '1737' (0x6C9),,,,,,
10.36506128,USB LS and FS,CRC OK '16' (0x10),,,,,,
10.36506168,USB LS and FS,EOP,,,,,,
10.36582676,USB LS and FS,SYNC,,,,,,
10.3658274,USB LS and FS,PID IN,,,,,,
10.36582808,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.365829,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.3658294,USB LS and FS,EOP,,,,,,
10.36583,USB LS and FS,SYNC,,,,,,
10.36583068,USB LS and FS,PID NAK,,,,,,
10.36583136,USB LS and FS,EOP,,,,,,
10.36605904,USB LS and FS,SYNC,,,,,,
10.36605972,USB LS and FS,PID SOF,,,,,,
10.3660604,USB LS and FS,Frame # '1738' (0x6CA),,,,,,
10.36606132,USB LS and FS,CRC OK '24' (0x18),,,,,,
10.36606172,USB LS and FS,EOP,,,,,,
10.36705912,USB LS and FS,SYNC,,,,,,
10.3670598,USB LS and FS,PID SOF,,,,,,
10.36706044,USB LS and FS,Frame # '1739' (0x6CB),,,,,,
10.36706136,USB LS and FS,CRC OK '7' (0x07),,,,,,
10.3670618,USB LS and FS,EOP,,,,,,
10.36708668,USB LS and FS,SYNC,,,,,,
10.36708736,USB LS and FS,PID IN,,,,,,
10.367088,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.36708892,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.36708936,USB LS and FS,EOP,,,,,,
10.36708988,USB LS and FS,SYNC,,,,,,
10.36709056,USB LS and FS,PID NAK,,,,,,
10.3670912,USB LS and FS,EOP,,,,,,
10.36805916,USB LS and FS,SYNC,,,,,,
10.3680598,USB LS and FS,PID SOF,,,,,,
10.36806048,USB LS and FS,Frame # '1740' (0x6CC),,,,,,
10.3680614,USB LS and FS,CRC OK '8' (0x08),,,,,,
10.36806184,USB LS and FS,EOP,,,,,,
10.36833184,USB LS and FS,SYNC,,,,,,
10.36833248,USB LS and FS,PID IN,,,,,,
10.36833316,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.36833408,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.36833452,USB LS and FS,EOP,,,,,,
10.36833508,USB LS and FS,SYNC,,,,,,
10.36833576,USB LS and FS,PID NAK,,,,,,
10.36833644,USB LS and FS,EOP,,,,,,
10.3690592,USB LS and FS,SYNC,,,,,,
10.36905984,USB LS and FS,PID SOF,,,,,,
10.36906052,USB LS and FS,Frame # '1741' (0x6CD),,,,,,
10.36906144,USB LS and FS,CRC OK '23' (0x17),,,,,,
10.36906188,USB LS and FS,EOP,,,,,,
10.369577,USB LS and FS,SYNC,,,,,,
10.36957768,USB LS and FS,PID IN,,,,,,
10.36957832,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.36957924,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.36957968,USB LS and FS,EOP,,,,,,
10.36958028,USB LS and FS,SYNC,,,,,,
10.36958096,USB LS and FS,PID NAK,,,,,,
10.36958164,USB LS and FS,EOP,,,,,,
10.37005924,USB LS and FS,SYNC,,,,,,
10.37005988,USB LS and FS,PID SOF,,,,,,
10.37006056,USB LS and FS,Frame # '1742' (0x6CE),,,,,,
10.37006148,USB LS and FS,CRC OK '31' (0x1F),,,,,,
10.370062,USB LS and FS,EOP,,,,,,
10.37082704,USB LS and FS,SYNC,,,,,,
10.37082768,USB LS and FS,PID IN,,,,,,
10.37082836,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.37082928,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.37082968,USB LS and FS,EOP,,,,,,
10.37083032,USB LS and FS,SYNC,,,,,,
10.370831,USB LS and FS,PID NAK,,,,,,
10.37083168,USB LS and FS,EOP,,,,,,
10.37105928,USB LS and FS,SYNC,,,,,,
10.37105992,USB LS and FS,PID SOF,,,,,,
10.3710606,USB LS and FS,Frame # '1743' (0x6CF),,,,,,
10.37106152,USB LS and FS,CRC OK '0' (0x00),,,,,,
10.37106196,USB LS and FS,EOP,,,,,,
10.37205932,USB LS and FS,SYNC,,,,,,
10.37206,USB LS and FS,PID SOF,,,,,,
10.37206068,USB LS and FS,Frame # '1744' (0x6D0),,,,,,
10.37206156,USB LS and FS,CRC OK '29' (0x1D),,,,,,
10.372062,USB LS and FS,EOP,,,,,,
10.37208072,USB LS and FS,SYNC,,,,,,
10.3720814,USB LS and FS,PID IN,,,,,,
10.37208208,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
10.372083,USB LS and FS,CRC OK '3' (0x03),,,,,,
10.3720834,USB LS and FS,EOP,,,,,,
10.37208404,USB LS and FS,SYNC,,,,,,
10.37208472,USB LS and FS,PID NAK,,,,,,
10.3720854,USB LS and FS,EOP,,,,,,
10.37305936,USB LS and FS,SYNC,,,,,,
10.37306004,USB LS and FS,PID SOF,,,,,,
10.37306072,USB LS and FS,Frame # '1745' (0x6D1),,,,,,
10.37306164,USB LS and FS,CRC OK '2' (0x02),,,,,,
10.37306204,USB LS and FS,EOP,,,,,,
10.37332956,USB LS and FS,SYNC,,,,,,
10.3733302,USB LS and FS,PID IN,,,,,,
10.37333088,USB LS and FS,Address=& (0x26) Endpoint='0' (0x00),,,,,,
